id,brand,model,year,color,"<script type=""application/ld+json"">{""@context"": ""https://schema.org/"",""@type"": ""Product"", ""name"": """", ""image"": [""arraywithimagekey""],""description"": ""arraywithdescriptonkey"", ""sku"": ""arraywithskukey"", ""mpn"": ""arraywithmpnkey"", ""brand"": { ""@type"": ""Thing"", ""name"": ""arraywiththingkey"" }, ""review"": { ""@type"": ""Review"", ""reviewRating"": {""@type"": ""Rating"",""ratingValue"": ""4.75"",""bestRating"": ""5""},""author"": {""@type"": ""Person"",""name"": ""Eddie Rodriguez""}},""aggregateRating"": {""@type"": ""AggregateRating"",""ratingValue"": ""4.75"",""reviewCount"": ""101""},""offers"": {""@type"": ""Offer"", ""url"": ""arraywithproducturlkey"", ""priceCurrency"": ""USD"", ""price"": ""arraywithpricekey"", ""priceValidUntil"": ""01-01-2050"", ""itemCondition"": ""https://schema.org/NewCondition"", ""availability"": ""https://schema.org/InStock"",""seller"": {""@type"": ""Organization"",""name"": """"}}}</script>"
26,Chrysler,300M,2004,Maroon,"<script type=""application/ld+json"">{""@context"": ""https://schema.org/"",""@type"": ""Product"", ""name"": """", ""image"": [""arraywithimagekey""],""description"": ""arraywithdescriptonkey"", ""sku"": ""arraywithskukey"", ""mpn"": ""arraywithmpnkey"", ""brand"": { ""@type"": ""Thing"", ""name"": ""arraywiththingkey"" }, ""review"": { ""@type"": ""Review"", ""reviewRating"": {""@type"": ""Rating"",""ratingValue"": ""4.17"",""bestRating"": ""5""},""author"": {""@type"": ""Person"",""name"": ""Eddie Rodriguez""}},""aggregateRating"": {""@type"": ""AggregateRating"",""ratingValue"": ""4.17"",""reviewCount"": ""113""},""offers"": {""@type"": ""Offer"", ""url"": ""arraywithproducturlkey"", ""priceCurrency"": ""USD"", ""price"": ""arraywithpricekey"", ""priceValidUntil"": ""01-01-2050"", ""itemCondition"": ""https://schema.org/NewCondition"", ""availability"": ""https://schema.org/InStock"",""seller"": {""@type"": ""Organization"",""name"": """"}}}</script>"
27,Pontiac,"Grand Prix",1995,Red,"<script type=""application/ld+json"">{""@context"": ""https://schema.org/"",""@type"": ""Product"", ""name"": """", ""image"": [""arraywithimagekey""],""description"": ""arraywithdescriptonkey"", ""sku"": ""arraywithskukey"", ""mpn"": ""arraywithmpnkey"", ""brand"": { ""@type"": ""Thing"", ""name"": ""arraywiththingkey"" }, ""review"": { ""@type"": ""Review"", ""reviewRating"": {""@type"": ""Rating"",""ratingValue"": ""4.58"",""bestRating"": ""5""},""author"": {""@type"": ""Person"",""name"": ""Eddie Rodriguez""}},""aggregateRating"": {""@type"": ""AggregateRating"",""ratingValue"": ""4.58"",""reviewCount"": ""131""},""offers"": {""@type"": ""Offer"", ""url"": ""arraywithproducturlkey"", ""priceCurrency"": ""USD"", ""price"": ""arraywithpricekey"", ""priceValidUntil"": ""01-01-2050"", ""itemCondition"": ""https://schema.org/NewCondition"", ""availability"": ""https://schema.org/InStock"",""seller"": {""@type"": ""Organization"",""name"": """"}}}</script>"
28,Nissan,Frontier,1999,Aquamarine,"<script type=""application/ld+json"">{""@context"": ""https://schema.org/"",""@type"": ""Product"", ""name"": """", ""image"": [""arraywithimagekey""],""description"": ""arraywithdescriptonkey"", ""sku"": ""arraywithskukey"", ""mpn"": ""arraywithmpnkey"", ""brand"": { ""@type"": ""Thing"", ""name"": ""arraywiththingkey"" }, ""review"": { ""@type"": ""Review"", ""reviewRating"": {""@type"": ""Rating"",""ratingValue"": ""4.12"",""bestRating"": ""5""},""author"": {""@type"": ""Person"",""name"": ""Eddie Rodriguez""}},""aggregateRating"": {""@type"": ""AggregateRating"",""ratingValue"": ""4.12"",""reviewCount"": ""53""},""offers"": {""@type"": ""Offer"", ""url"": ""arraywithproducturlkey"", ""priceCurrency"": ""USD"", ""price"": ""arraywithpricekey"", ""priceValidUntil"": ""01-01-2050"", ""itemCondition"": ""https://schema.org/NewCondition"", ""availability"": ""https://schema.org/InStock"",""seller"": {""@type"": ""Organization"",""name"": """"}}}</script>"
29,Suzuki,XL-7,2004,Indigo,"<script type=""application/ld+json"">{""@context"": ""https://schema.org/"",""@type"": ""Product"", ""name"": """", ""image"": [""arraywithimagekey""],""description"": ""arraywithdescriptonkey"", ""sku"": ""arraywithskukey"", ""mpn"": ""arraywithmpnkey"", ""brand"": { ""@type"": ""Thing"", ""name"": ""arraywiththingkey"" }, ""review"": { ""@type"": ""Review"", ""reviewRating"": {""@type"": ""Rating"",""ratingValue"": ""4.6"",""bestRating"": ""5""},""author"": {""@type"": ""Person"",""name"": ""Eddie Rodriguez""}},""aggregateRating"": {""@type"": ""AggregateRating"",""ratingValue"": ""4.6"",""reviewCount"": ""243""},""offers"": {""@type"": ""Offer"", ""url"": ""arraywithproducturlkey"", ""priceCurrency"": ""USD"", ""price"": ""arraywithpricekey"", ""priceValidUntil"": ""01-01-2050"", ""itemCondition"": ""https://schema.org/NewCondition"", ""availability"": ""https://schema.org/InStock"",""seller"": {""@type"": ""Organization"",""name"": """"}}}</script>"
30,Jaguar,"XK Series",1998,Maroon,"<script type=""application/ld+json"">{""@context"": ""https://schema.org/"",""@type"": ""Product"", ""name"": """", ""image"": [""arraywithimagekey""],""description"": ""arraywithdescriptonkey"", ""sku"": ""arraywithskukey"", ""mpn"": ""arraywithmpnkey"", ""brand"": { ""@type"": ""Thing"", ""name"": ""arraywiththingkey"" }, ""review"": { ""@type"": ""Review"", ""reviewRating"": {""@type"": ""Rating"",""ratingValue"": ""4.45"",""bestRating"": ""5""},""author"": {""@type"": ""Person"",""name"": ""Eddie Rodriguez""}},""aggregateRating"": {""@type"": ""AggregateRating"",""ratingValue"": ""4.45"",""reviewCount"": ""165""},""offers"": {""@type"": ""Offer"", ""url"": ""arraywithproducturlkey"", ""priceCurrency"": ""USD"", ""price"": ""arraywithpricekey"", ""priceValidUntil"": ""01-01-2050"", ""itemCondition"": ""https://schema.org/NewCondition"", ""availability"": ""https://schema.org/InStock"",""seller"": {""@type"": ""Organization"",""name"": """"}}}</script>"
31,GMC,Yukon,1993,Yellow,"<script type=""application/ld+json"">{""@context"": ""https://schema.org/"",""@type"": ""Product"", ""name"": """", ""image"": [""arraywithimagekey""],""description"": ""arraywithdescriptonkey"", ""sku"": ""arraywithskukey"", ""mpn"": ""arraywithmpnkey"", ""brand"": { ""@type"": ""Thing"", ""name"": ""arraywiththingkey"" }, ""review"": { ""@type"": ""Review"", ""reviewRating"": {""@type"": ""Rating"",""ratingValue"": ""4.75"",""bestRating"": ""5""},""author"": {""@type"": ""Person"",""name"": ""Eddie Rodriguez""}},""aggregateRating"": {""@type"": ""AggregateRating"",""ratingValue"": ""4.75"",""reviewCount"": ""174""},""offers"": {""@type"": ""Offer"", ""url"": ""arraywithproducturlkey"", ""priceCurrency"": ""USD"", ""price"": ""arraywithpricekey"", ""priceValidUntil"": ""01-01-2050"", ""itemCondition"": ""https://schema.org/NewCondition"", ""availability"": ""https://schema.org/InStock"",""seller"": {""@type"": ""Organization"",""name"": """"}}}</script>"
32,Mercury,Cougar,1969,Blue,"<script type=""application/ld+json"">{""@context"": ""https://schema.org/"",""@type"": ""Product"", ""name"": """", ""image"": [""arraywithimagekey""],""description"": ""arraywithdescriptonkey"", ""sku"": ""arraywithskukey"", ""mpn"": ""arraywithmpnkey"", ""brand"": { ""@type"": ""Thing"", ""name"": ""arraywiththingkey"" }, ""review"": { ""@type"": ""Review"", ""reviewRating"": {""@type"": ""Rating"",""ratingValue"": ""4.39"",""bestRating"": ""5""},""author"": {""@type"": ""Person"",""name"": ""Eddie Rodriguez""}},""aggregateRating"": {""@type"": ""AggregateRating"",""ratingValue"": ""4.39"",""reviewCount"": ""160""},""offers"": {""@type"": ""Offer"", ""url"": ""arraywithproducturlkey"", ""priceCurrency"": ""USD"", ""price"": ""arraywithpricekey"", ""priceValidUntil"": ""01-01-2050"", ""itemCondition"": ""https://schema.org/NewCondition"", ""availability"": ""https://schema.org/InStock"",""seller"": {""@type"": ""Organization"",""name"": """"}}}</script>"
33,Nissan,Murano,2004,Indigo,"<script type=""application/ld+json"">{""@context"": ""https://schema.org/"",""@type"": ""Product"", ""name"": """", ""image"": [""arraywithimagekey""],""description"": ""arraywithdescriptonkey"", ""sku"": ""arraywithskukey"", ""mpn"": ""arraywithmpnkey"", ""brand"": { ""@type"": ""Thing"", ""name"": ""arraywiththingkey"" }, ""review"": { ""@type"": ""Review"", ""reviewRating"": {""@type"": ""Rating"",""ratingValue"": ""4.26"",""bestRating"": ""5""},""author"": {""@type"": ""Person"",""name"": ""Eddie Rodriguez""}},""aggregateRating"": {""@type"": ""AggregateRating"",""ratingValue"": ""4.26"",""reviewCount"": ""239""},""offers"": {""@type"": ""Offer"", ""url"": ""arraywithproducturlkey"", ""priceCurrency"": ""USD"", ""price"": ""arraywithpricekey"", ""priceValidUntil"": ""01-01-2050"", ""itemCondition"": ""https://schema.org/NewCondition"", ""availability"": ""https://schema.org/InStock"",""seller"": {""@type"": ""Organization"",""name"": """"}}}</script>"
34,Mitsubishi,Chariot,1991,Turquoise,"<script type=""application/ld+json"">{""@context"": ""https://schema.org/"",""@type"": ""Product"", ""name"": """", ""image"": [""arraywithimagekey""],""description"": ""arraywithdescriptonkey"", ""sku"": ""arraywithskukey"", ""mpn"": ""arraywithmpnkey"", ""brand"": { ""@type"": ""Thing"", ""name"": ""arraywiththingkey"" }, ""review"": { ""@type"": ""Review"", ""reviewRating"": {""@type"": ""Rating"",""ratingValue"": ""4.12"",""bestRating"": ""5""},""author"": {""@type"": ""Person"",""name"": ""Eddie Rodriguez""}},""aggregateRating"": {""@type"": ""AggregateRating"",""ratingValue"": ""4.12"",""reviewCount"": ""205""},""offers"": {""@type"": ""Offer"", ""url"": ""arraywithproducturlkey"", ""priceCurrency"": ""USD"", ""price"": ""arraywithpricekey"", ""priceValidUntil"": ""01-01-2050"", ""itemCondition"": ""https://schema.org/NewCondition"", ""availability"": ""https://schema.org/InStock"",""seller"": {""@type"": ""Organization"",""name"": """"}}}</script>"
35,Toyota,TundraMax,2010,Puce,"<script type=""application/ld+json"">{""@context"": ""https://schema.org/"",""@type"": ""Product"", ""name"": """", ""image"": [""arraywithimagekey""],""description"": ""arraywithdescriptonkey"", ""sku"": ""arraywithskukey"", ""mpn"": ""arraywithmpnkey"", ""brand"": { ""@type"": ""Thing"", ""name"": ""arraywiththingkey"" }, ""review"": { ""@type"": ""Review"", ""reviewRating"": {""@type"": ""Rating"",""ratingValue"": ""4.03"",""bestRating"": ""5""},""author"": {""@type"": ""Person"",""name"": ""Eddie Rodriguez""}},""aggregateRating"": {""@type"": ""AggregateRating"",""ratingValue"": ""4.03"",""reviewCount"": ""84""},""offers"": {""@type"": ""Offer"", ""url"": ""arraywithproducturlkey"", ""priceCurrency"": ""USD"", ""price"": ""arraywithpricekey"", ""priceValidUntil"": ""01-01-2050"", ""itemCondition"": ""https://schema.org/NewCondition"", ""availability"": ""https://schema.org/InStock"",""seller"": {""@type"": ""Organization"",""name"": """"}}}</script>"
36,Mercury,"Grand Marquis",2000,Fuscia,"<script type=""application/ld+json"">{""@context"": ""https://schema.org/"",""@type"": ""Product"", ""name"": """", ""image"": [""arraywithimagekey""],""description"": ""arraywithdescriptonkey"", ""sku"": ""arraywithskukey"", ""mpn"": ""arraywithmpnkey"", ""brand"": { ""@type"": ""Thing"", ""name"": ""arraywiththingkey"" }, ""review"": { ""@type"": ""Review"", ""reviewRating"": {""@type"": ""Rating"",""ratingValue"": ""4.23"",""bestRating"": ""5""},""author"": {""@type"": ""Person"",""name"": ""Eddie Rodriguez""}},""aggregateRating"": {""@type"": ""AggregateRating"",""ratingValue"": ""4.23"",""reviewCount"": ""228""},""offers"": {""@type"": ""Offer"", ""url"": ""arraywithproducturlkey"", ""priceCurrency"": ""USD"", ""price"": ""arraywithpricekey"", ""priceValidUntil"": ""01-01-2050"", ""itemCondition"": ""https://schema.org/NewCondition"", ""availability"": ""https://schema.org/InStock"",""seller"": {""@type"": ""Organization"",""name"": """"}}}</script>"
37,Chevrolet,"Monte Carlo",2002,Green,"<script type=""application/ld+json"">{""@context"": ""https://schema.org/"",""@type"": ""Product"", ""name"": """", ""image"": [""arraywithimagekey""],""description"": ""arraywithdescriptonkey"", ""sku"": ""arraywithskukey"", ""mpn"": ""arraywithmpnkey"", ""brand"": { ""@type"": ""Thing"", ""name"": ""arraywiththingkey"" }, ""review"": { ""@type"": ""Review"", ""reviewRating"": {""@type"": ""Rating"",""ratingValue"": ""4.2"",""bestRating"": ""5""},""author"": {""@type"": ""Person"",""name"": ""Eddie Rodriguez""}},""aggregateRating"": {""@type"": ""AggregateRating"",""ratingValue"": ""4.2"",""reviewCount"": ""96""},""offers"": {""@type"": ""Offer"", ""url"": ""arraywithproducturlkey"", ""priceCurrency"": ""USD"", ""price"": ""arraywithpricekey"", ""priceValidUntil"": ""01-01-2050"", ""itemCondition"": ""https://schema.org/NewCondition"", ""availability"": ""https://schema.org/InStock"",""seller"": {""@type"": ""Organization"",""name"": """"}}}</script>"
38,BMW,M3,1997,Aquamarine,"<script type=""application/ld+json"">{""@context"": ""https://schema.org/"",""@type"": ""Product"", ""name"": """", ""image"": [""arraywithimagekey""],""description"": ""arraywithdescriptonkey"", ""sku"": ""arraywithskukey"", ""mpn"": ""arraywithmpnkey"", ""brand"": { ""@type"": ""Thing"", ""name"": ""arraywiththingkey"" }, ""review"": { ""@type"": ""Review"", ""reviewRating"": {""@type"": ""Rating"",""ratingValue"": ""4.61"",""bestRating"": ""5""},""author"": {""@type"": ""Person"",""name"": ""Eddie Rodriguez""}},""aggregateRating"": {""@type"": ""AggregateRating"",""ratingValue"": ""4.61"",""reviewCount"": ""157""},""offers"": {""@type"": ""Offer"", ""url"": ""arraywithproducturlkey"", ""priceCurrency"": ""USD"", ""price"": ""arraywithpricekey"", ""priceValidUntil"": ""01-01-2050"", ""itemCondition"": ""https://schema.org/NewCondition"", ""availability"": ""https://schema.org/InStock"",""seller"": {""@type"": ""Organization"",""name"": """"}}}</script>"
39,Buick,Regal,1997,Indigo,"<script type=""application/ld+json"">{""@context"": ""https://schema.org/"",""@type"": ""Product"", ""name"": """", ""image"": [""arraywithimagekey""],""description"": ""arraywithdescriptonkey"", ""sku"": ""arraywithskukey"", ""mpn"": ""arraywithmpnkey"", ""brand"": { ""@type"": ""Thing"", ""name"": ""arraywiththingkey"" }, ""review"": { ""@type"": ""Review"", ""reviewRating"": {""@type"": ""Rating"",""ratingValue"": ""4.65"",""bestRating"": ""5""},""author"": {""@type"": ""Person"",""name"": ""Eddie Rodriguez""}},""aggregateRating"": {""@type"": ""AggregateRating"",""ratingValue"": ""4.65"",""reviewCount"": ""72""},""offers"": {""@type"": ""Offer"", ""url"": ""arraywithproducturlkey"", ""priceCurrency"": ""USD"", ""price"": ""arraywithpricekey"", ""priceValidUntil"": ""01-01-2050"", ""itemCondition"": ""https://schema.org/NewCondition"", ""availability"": ""https://schema.org/InStock"",""seller"": {""@type"": ""Organization"",""name"": """"}}}</script>"
40,Mazda,B-Series,2002,Mauv,"<script type=""application/ld+json"">{""@context"": ""https://schema.org/"",""@type"": ""Product"", ""name"": """", ""image"": [""arraywithimagekey""],""description"": ""arraywithdescriptonkey"", ""sku"": ""arraywithskukey"", ""mpn"": ""arraywithmpnkey"", ""brand"": { ""@type"": ""Thing"", ""name"": ""arraywiththingkey"" }, ""review"": { ""@type"": ""Review"", ""reviewRating"": {""@type"": ""Rating"",""ratingValue"": ""4.38"",""bestRating"": ""5""},""author"": {""@type"": ""Person"",""name"": ""Eddie Rodriguez""}},""aggregateRating"": {""@type"": ""AggregateRating"",""ratingValue"": ""4.38"",""reviewCount"": ""127""},""offers"": {""@type"": ""Offer"", ""url"": ""arraywithproducturlkey"", ""priceCurrency"": ""USD"", ""price"": ""arraywithpricekey"", ""priceValidUntil"": ""01-01-2050"", ""itemCondition"": ""https://schema.org/NewCondition"", ""availability"": ""https://schema.org/InStock"",""seller"": {""@type"": ""Organization"",""name"": """"}}}</script>"
41,Scion,tC,2007,Orange,"<script type=""application/ld+json"">{""@context"": ""https://schema.org/"",""@type"": ""Product"", ""name"": """", ""image"": [""arraywithimagekey""],""description"": ""arraywithdescriptonkey"", ""sku"": ""arraywithskukey"", ""mpn"": ""arraywithmpnkey"", ""brand"": { ""@type"": ""Thing"", ""name"": ""arraywiththingkey"" }, ""review"": { ""@type"": ""Review"", ""reviewRating"": {""@type"": ""Rating"",""ratingValue"": ""4.98"",""bestRating"": ""5""},""author"": {""@type"": ""Person"",""name"": ""Eddie Rodriguez""}},""aggregateRating"": {""@type"": ""AggregateRating"",""ratingValue"": ""4.98"",""reviewCount"": ""172""},""offers"": {""@type"": ""Offer"", ""url"": ""arraywithproducturlkey"", ""priceCurrency"": ""USD"", ""price"": ""arraywithpricekey"", ""priceValidUntil"": ""01-01-2050"", ""itemCondition"": ""https://schema.org/NewCondition"", ""availability"": ""https://schema.org/InStock"",""seller"": {""@type"": ""Organization"",""name"": """"}}}</script>"
42,Chevrolet,Tracker,1999,Khaki,"<script type=""application/ld+json"">{""@context"": ""https://schema.org/"",""@type"": ""Product"", ""name"": """", ""image"": [""arraywithimagekey""],""description"": ""arraywithdescriptonkey"", ""sku"": ""arraywithskukey"", ""mpn"": ""arraywithmpnkey"", ""brand"": { ""@type"": ""Thing"", ""name"": ""arraywiththingkey"" }, ""review"": { ""@type"": ""Review"", ""reviewRating"": {""@type"": ""Rating"",""ratingValue"": ""4.56"",""bestRating"": ""5""},""author"": {""@type"": ""Person"",""name"": ""Eddie Rodriguez""}},""aggregateRating"": {""@type"": ""AggregateRating"",""ratingValue"": ""4.56"",""reviewCount"": ""69""},""offers"": {""@type"": ""Offer"", ""url"": ""arraywithproducturlkey"", ""priceCurrency"": ""USD"", ""price"": ""arraywithpricekey"", ""priceValidUntil"": ""01-01-2050"", ""itemCondition"": ""https://schema.org/NewCondition"", ""availability"": ""https://schema.org/InStock"",""seller"": {""@type"": ""Organization"",""name"": """"}}}</script>"
43,Buick,Enclave,2012,Blue,"<script type=""application/ld+json"">{""@context"": ""https://schema.org/"",""@type"": ""Product"", ""name"": """", ""image"": [""arraywithimagekey""],""description"": ""arraywithdescriptonkey"", ""sku"": ""arraywithskukey"", ""mpn"": ""arraywithmpnkey"", ""brand"": { ""@type"": ""Thing"", ""name"": ""arraywiththingkey"" }, ""review"": { ""@type"": ""Review"", ""reviewRating"": {""@type"": ""Rating"",""ratingValue"": ""4.98"",""bestRating"": ""5""},""author"": {""@type"": ""Person"",""name"": ""Eddie Rodriguez""}},""aggregateRating"": {""@type"": ""AggregateRating"",""ratingValue"": ""4.98"",""reviewCount"": ""159""},""offers"": {""@type"": ""Offer"", ""url"": ""arraywithproducturlkey"", ""priceCurrency"": ""USD"", ""price"": ""arraywithpricekey"", ""priceValidUntil"": ""01-01-2050"", ""itemCondition"": ""https://schema.org/NewCondition"", ""availability"": ""https://schema.org/InStock"",""seller"": {""@type"": ""Organization"",""name"": """"}}}</script>"
44,Lexus,LS,1999,Fuscia,"<script type=""application/ld+json"">{""@context"": ""https://schema.org/"",""@type"": ""Product"", ""name"": """", ""image"": [""arraywithimagekey""],""description"": ""arraywithdescriptonkey"", ""sku"": ""arraywithskukey"", ""mpn"": ""arraywithmpnkey"", ""brand"": { ""@type"": ""Thing"", ""name"": ""arraywiththingkey"" }, ""review"": { ""@type"": ""Review"", ""reviewRating"": {""@type"": ""Rating"",""ratingValue"": ""4.12"",""bestRating"": ""5""},""author"": {""@type"": ""Person"",""name"": ""Eddie Rodriguez""}},""aggregateRating"": {""@type"": ""AggregateRating"",""ratingValue"": ""4.12"",""reviewCount"": ""95""},""offers"": {""@type"": ""Offer"", ""url"": ""arraywithproducturlkey"", ""priceCurrency"": ""USD"", ""price"": ""arraywithpricekey"", ""priceValidUntil"": ""01-01-2050"", ""itemCondition"": ""https://schema.org/NewCondition"", ""availability"": ""https://schema.org/InStock"",""seller"": {""@type"": ""Organization"",""name"": """"}}}</script>"
